"Binomial1","Binomial2","Binomial3","Binomial4","Binomial5"
"Propraopus_sulcatus","Propraopus_sulcatus","Propraopus_sulcatus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Prosciurillus_abstrusus","Prosciurillus_abstrusus","Prosciurillus_abstrusus","Prosciurillus_abstrusus","Prosciurillus_abstrusus"
"Prosciurillus_leucomus","Prosciurillus_leucomus","Prosciurillus_leucomus","Prosciurillus_leucomus","Prosciurillus_leucomus"
"Prosciurillus_murinus","Prosciurillus_murinus","Prosciurillus_murinus","Prosciurillus_murinus","Prosciurillus_murinus"
"Prosciurillus_rosenbergii","Prosciurillus_rosenbergii","Prosciurillus_rosenbergii","Prosciurillus_rosenbergii","Prosciurillus_rosenbergii"
"Prosciurillus_weberi","Prosciurillus_weberi","Prosciurillus_weberi","Prosciurillus_weberi","Prosciurillus_weberi"
"Proteles_cristata","Proteles_cristata","Proteles_cristata","Proteles_cristata","Proteles_cristata"
"Protemnodon_anak","Protemnodon_anak","Protemnodon_anak","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protemnodon_brehus","Protemnodon_brehus","Protemnodon_brehus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protemnodon_hopei","Protemnodon_hopei","Protemnodon_hopei","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protemnodon_nombe","Protemnodon_nombe","Protemnodon_nombe","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protemnodon_roechus","Protemnodon_roechus","Protemnodon_roechus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protemnodon_tumbuna","Protemnodon_tumbuna","Protemnodon_tumbuna","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protochromys_fellowsi","Protochromys_fellowsi","Protochromys_fellowsi","Protochromys_fellowsi","Protochromys_fellowsi"
"Protocyon_troglodytes","Protocyon_troglodytes","Protocyon_troglodytes","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protopithecus_brasiliensis","Protopithecus_brasiliensis","Protopithecus_brasiliensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Protoxerus_aubinnii","Protoxerus_aubinnii","Protoxerus_aubinnii","Protoxerus_aubinnii","Protoxerus_aubinnii"
"Protoxerus_stangeri","Protoxerus_stangeri","Protoxerus_stangeri","Protoxerus_stangeri","Protoxerus_stangeri"
"Psammomys_obesus","Psammomys_obesus","Psammomys_obesus","Psammomys_obesus","Psammomys_obesus"
"Psammomys_vexillaris","Psammomys_vexillaris","Psammomys_vexillaris","Psammomys_vexillaris","Psammomys_vexillaris"
"Pseudantechinus_bilarni","Pseudantechinus_bilarni","Pseudantechinus_bilarni","Pseudantechinus_bilarni","Pseudantechinus_bilarni"
"Pseudantechinus_macdonnellensis","Pseudantechinus_macdonnellensis","Pseudantechinus_macdonnellensis","Pseudantechinus_macdonnellensis","Pseudantechinus_macdonnellensis"
"Pseudantechinus_mimulus","Pseudantechinus_mimulus","Pseudantechinus_mimulus","Pseudantechinus_mimulus","Pseudantechinus_mimulus"
"Pseudantechinus_ningbing","Pseudantechinus_ningbing","Pseudantechinus_ningbing","Pseudantechinus_ningbing","Pseudantechinus_ningbing"
"Pseudantechinus_roryi","Pseudantechinus_roryi","Pseudantechinus_roryi","Pseudantechinus_roryi","Pseudantechinus_roryi"
"Pseudantechinus_woolleyae","Pseudantechinus_woolleyae","Pseudantechinus_woolleyae","Pseudantechinus_woolleyae","Pseudantechinus_woolleyae"
"Pseudoberylmys_muongbangensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Pseudoberylmys_muongbangensis"
"Pseudocheirus_occidentalis","Pseudocheirus_occidentalis","Pseudocheirus_occidentalis","000 Species not accepted_000 Species not accepted","Pseudocheirus_occidentalis"
"Pseudocheirus_peregrinus","Pseudocheirus_peregrinus","Pseudocheirus_peregrinus","Pseudocheirus_peregrinus","Pseudocheirus_peregrinus"
"Pseudochirops_albertisii","Pseudochirops_albertisii","Pseudochirops_albertisii","Pseudochirops_albertisii","Pseudochirops_albertisii"
"Pseudochirops_archeri","Pseudochirops_archeri","Pseudochirops_archeri","Pseudochirops_archeri","Pseudochirops_archeri"
"Pseudochirops_corinnae","Pseudochirops_corinnae","Pseudochirops_corinnae","Pseudochirops_corinnae","Pseudochirops_corinnae"
"Pseudochirops_coronatus","Pseudochirops_coronatus","Pseudochirops_coronatus","Pseudochirops_coronatus","Pseudochirops_coronatus"
"Pseudochirops_cupreus","Pseudochirops_cupreus","Pseudochirops_cupreus","Pseudochirops_cupreus","Pseudochirops_cupreus"
"Pseudochirulus_canescens","Pseudochirulus_canescens","Pseudochirulus_canescens","Pseudochirulus_canescens","Pseudochirulus_canescens"
"Pseudochirulus_caroli","Pseudochirulus_caroli","Pseudochirulus_caroli","Pseudochirulus_caroli","Pseudochirulus_caroli"
"Pseudochirulus_cinereus","Pseudochirulus_cinereus","Pseudochirulus_cinereus","Pseudochirulus_cinereus","Pseudochirulus_cinereus"
"Pseudochirulus_forbesi","Pseudochirulus_forbesi","Pseudochirulus_forbesi","Pseudochirulus_forbesi","Pseudochirulus_forbesi"
"Pseudochirulus_herbertensis","Pseudochirulus_herbertensis","Pseudochirulus_herbertensis","Pseudochirulus_herbertensis","Pseudochirulus_herbertensis"
"Pseudochirulus_larvatus","Pseudochirulus_larvatus","Pseudochirulus_larvatus","Pseudochirulus_larvatus","Pseudochirulus_larvatus"
"Pseudochirulus_mayeri","Pseudochirulus_mayeri","Pseudochirulus_mayeri","Pseudochirulus_mayeri","Pseudochirulus_mayeri"
"Pseudochirulus_schlegeli","Pseudochirulus_schlegeli","Pseudochirulus_schlegeli","Pseudochirulus_schlegeli","Pseudochirulus_schlegeli"
"Pseudohydromys_berniceae","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Pseudohydromys_berniceae"
"Pseudohydromys_ellermani","Pseudohydromys_ellermani","Pseudohydromys_ellermani","Pseudohydromys_ellermani","Pseudohydromys_ellermani"
"Pseudohydromys_fuscus","Pseudohydromys_fuscus","Pseudohydromys_fuscus","Pseudohydromys_fuscus","Pseudohydromys_fuscus"
"Pseudohydromys_germani","Pseudohydromys_germani","Pseudohydromys_germani","000 Species not accepted_000 Species not accepted","Pseudohydromys_germani"
"Pseudohydromys_murinus","Pseudohydromys_murinus","Pseudohydromys_murinus","Pseudohydromys_murinus","Pseudohydromys_murinus"
"Pseudohydromys_musseri","Pseudohydromys_musseri","Microhydromys_musseri","Microhydromys_musseri","Pseudohydromys_musseri"
"Pseudohydromys_occidentalis","Pseudohydromys_occidentalis","Pseudohydromys_occidentalis","Pseudohydromys_occidentalis","Pseudohydromys_occidentalis"
"Pseudohydromys_patriciae","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Pseudohydromys_patriciae"
"Pseudohydromys_sandrae","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Pseudohydromys_sandrae"
"Pseudois_nayaur","000 Species not accepted_000 Species not accepted","Pseudois_schaeferi","Pseudois_schaeferi","Pseudois_nayaur"
"Pseudois_nayaur","Pseudois_nayaur","Pseudois_nayaur","Pseudois_nayaur","Pseudois_nayaur"
"Pseudomys_albocinereus","Pseudomys_albocinereus","Pseudomys_albocinereus","Pseudomys_albocinereus","Pseudomys_albocinereus"
"Pseudomys_apodemoides","Pseudomys_apodemoides","Pseudomys_apodemoides","Pseudomys_apodemoides","Pseudomys_apodemoides"
"Pseudomys_australis","Pseudomys_australis","Pseudomys_australis","Pseudomys_australis","Pseudomys_australis"
"Pseudomys_bolami","Pseudomys_bolami","Pseudomys_bolami","Pseudomys_bolami","Pseudomys_bolami"
"Pseudomys_calabyi","Pseudomys_calabyi","Pseudomys_calabyi","Pseudomys_calabyi","Pseudomys_calabyi"
"Pseudomys_chapmani","Pseudomys_chapmani","Pseudomys_chapmani","Pseudomys_chapmani","Pseudomys_chapmani"
"Pseudomys_delicatulus","Pseudomys_delicatulus","Pseudomys_delicatulus","Pseudomys_delicatulus","Pseudomys_delicatulus"
"Pseudomys_desertor","Pseudomys_desertor","Pseudomys_desertor","Pseudomys_desertor","Pseudomys_desertor"
"Pseudomys_fieldi","Pseudomys_fieldi","Pseudomys_fieldi","Pseudomys_fieldi","Pseudomys_fieldi"
"Pseudomys_fumeus","Pseudomys_fumeus","Pseudomys_fumeus","Pseudomys_fumeus","Pseudomys_fumeus"
"Pseudomys_glaucus","Pseudomys_glaucus","Pseudomys_glaucus","Pseudomys_glaucus","Pseudomys_glaucus"
"Pseudomys_gouldii","Pseudomys_gouldii","Pseudomys_gouldii","Pseudomys_gouldii","Pseudomys_gouldii"
"Pseudomys_gracilicaudatus","Pseudomys_gracilicaudatus","Pseudomys_gracilicaudatus","Pseudomys_gracilicaudatus","Pseudomys_gracilicaudatus"
"Pseudomys_hermannsburgensis","Pseudomys_hermannsburgensis","Pseudomys_hermannsburgensis","Pseudomys_hermannsburgensis","Pseudomys_hermannsburgensis"
"Pseudomys_higginsi","Pseudomys_higginsi","Pseudomys_higginsi","Pseudomys_higginsi","Pseudomys_higginsi"
"Pseudomys_johnsoni","Pseudomys_johnsoni","Pseudomys_johnsoni","Pseudomys_laborifex","Pseudomys_johnsoni"
"Pseudomys_johnsoni","Pseudomys_johnsoni","Pseudomys_johnsoni","Pseudomys_johnsoni","Pseudomys_johnsoni"
"Pseudomys_nanus","Pseudomys_nanus","Pseudomys_nanus","Pseudomys_nanus","Pseudomys_nanus"
"Pseudomys_novaehollandiae","Pseudomys_novaehollandiae","Pseudomys_novaehollandiae","Pseudomys_novaehollandiae","Pseudomys_novaehollandiae"
"Pseudomys_occidentalis","Pseudomys_occidentalis","Pseudomys_occidentalis","Pseudomys_occidentalis","Pseudomys_occidentalis"
"Pseudomys_oralis","Pseudomys_oralis","Pseudomys_oralis","Pseudomys_oralis","Pseudomys_oralis"
"Pseudomys_patrius","Pseudomys_patrius","Pseudomys_patrius","Pseudomys_patrius","Pseudomys_patrius"
"Pseudomys_pilligaensis","Pseudomys_pilligaensis","Pseudomys_pilligaensis","Pseudomys_pilligaensis","Pseudomys_pilligaensis"
"Pseudomys_shortridgei","Pseudomys_shortridgei","Pseudomys_shortridgei","Pseudomys_shortridgei","Pseudomys_shortridgei"
"Pseudorca_crassidens","Pseudorca_crassidens","Pseudorca_crassidens","Pseudorca_crassidens","Pseudorca_crassidens"
"Pseudoryx_nghetinhensis","Pseudoryx_nghetinhensis","Pseudoryx_nghetinhensis","Pseudoryx_nghetinhensis","Pseudoryx_nghetinhensis"
"Pseudoryzomys_simplex","Pseudoryzomys_simplex","Pseudoryzomys_simplex","Pseudoryzomys_simplex","Pseudoryzomys_simplex"
"Ptenochirus_jagori","Ptenochirus_jagori","Ptenochirus_jagori","Ptenochirus_jagori","Ptenochirus_jagori"
"Ptenochirus_minor","Ptenochirus_minor","Ptenochirus_minor","Ptenochirus_minor","Ptenochirus_minor"
"Pteralopex_anceps","Pteralopex_anceps","Pteralopex_anceps","Pteralopex_anceps","Pteralopex_anceps"
"Pteralopex_atrata","Pteralopex_atrata","Pteralopex_atrata","Pteralopex_atrata","Pteralopex_atrata"
"Pteralopex_flanneryi","Pteralopex_flanneryi","Pteralopex_flanneryi","000 Species not accepted_000 Species not accepted","Pteralopex_flanneryi"
"Pteralopex_pulchra","Pteralopex_pulchra","Pteralopex_pulchra","Pteralopex_pulchra","Pteralopex_pulchra"
"Pteralopex_taki","Pteralopex_taki","Pteralopex_taki","Pteralopex_taki","Pteralopex_taki"
"Pteromys_momonga","Pteromys_momonga","Pteromys_momonga","Pteromys_momonga","Pteromys_momonga"
"Pteromys_volans","Pteromys_volans","Pteromys_volans","Pteromys_volans","Pteromys_volans"
"Pteromyscus_pulverulentus","Pteromyscus_pulverulentus","Pteromyscus_pulverulentus","Pteromyscus_pulverulentus","Pteromyscus_pulverulentus"
"Pteronotus_davyi","Pteronotus_davyi","Pteronotus_davyi","Pteronotus_davyi","Pteronotus_davyi"
"Pteronotus_gymnonotus","Pteronotus_gymnonotus","Pteronotus_gymnonotus","Pteronotus_gymnonotus","Pteronotus_gymnonotus"
"Pteronotus_macleayii","Pteronotus_macleayii","Pteronotus_macleayii","Pteronotus_macleayii","Pteronotus_macleayii"
"Pteronotus_mesoamericanus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Pteronotus_mesoamericanus"
"Pteronotus_paraguanensis","Pteronotus_paraguanensis","Pteronotus_paraguanensis","000 Species not accepted_000 Species not accepted","Pteronotus_paraguanensis"
"Pteronotus_parnellii","Pteronotus_parnellii","Pteronotus_parnellii","Pteronotus_parnellii","Pteronotus_parnellii"
"Pteronotus_personatus","Pteronotus_personatus","Pteronotus_personatus","Pteronotus_personatus","Pteronotus_personatus"
"Pteronotus_quadridens","Pteronotus_quadridens","Pteronotus_quadridens","Pteronotus_quadridens","Pteronotus_quadridens"
"Pteronotus_rubiginosus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Pteronotus_rubiginosus"
"Pteronura_brasiliensis","Pteronura_brasiliensis","Pteronura_brasiliensis","Pteronura_brasiliensis","Pteronura_brasiliensis"
"Pteropus_admiralitatum","Pteropus_admiralitatum","Pteropus_admiralitatum","Pteropus_admiralitatum","Pteropus_admiralitatum"
"Pteropus_aldabrensis","Pteropus_aldabrensis","Pteropus_aldabrensis","Pteropus_aldabrensis","Pteropus_aldabrensis"
"Pteropus_alecto","Pteropus_alecto","Pteropus_alecto","Pteropus_banakrisi","Pteropus_alecto"
"Pteropus_alecto","Pteropus_alecto","Pteropus_alecto","Pteropus_alecto","Pteropus_alecto"
"Pteropus_allenorum","Pteropus_allenorum","Pteropus_allenorum","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Pteropus_anetianus","Pteropus_anetianus","Pteropus_anetianus","Pteropus_anetianus","Pteropus_anetianus"
"Pteropus_aruensis","Pteropus_aruensis","Pteropus_aruensis","Pteropus_aruensis","Pteropus_aruensis"
"Pteropus_brunneus","Pteropus_brunneus","Pteropus_brunneus","Pteropus_brunneus","Pteropus_brunneus"
"Pteropus_caniceps","Pteropus_caniceps","Pteropus_caniceps","Pteropus_caniceps","Pteropus_caniceps"
"Pteropus_capistratus","Pteropus_capistratus","Pteropus_capistratus","Pteropus_capistratus","Pteropus_capistratus"
"Pteropus_chrysoproctus","Pteropus_chrysoproctus","Pteropus_chrysoproctus","Pteropus_chrysoproctus","Pteropus_chrysoproctus"
"Pteropus_cognatus","Pteropus_cognatus","Pteropus_cognatus","Pteropus_cognatus","Pteropus_cognatus"
"Pteropus_conspicillatus","Pteropus_conspicillatus","Pteropus_conspicillatus","Pteropus_conspicillatus","Pteropus_conspicillatus"
"Pteropus_coxi","Pteropus_coxi","Pteropus_coxi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Pteropus_dasymallus","Pteropus_dasymallus","Pteropus_dasymallus","Pteropus_dasymallus","Pteropus_dasymallus"
"Pteropus_faunulus","Pteropus_faunulus","Pteropus_faunulus","Pteropus_faunulus","Pteropus_faunulus"
"Pteropus_fundatus","Pteropus_fundatus","Pteropus_fundatus","Pteropus_fundatus","Pteropus_fundatus"
"Pteropus_giganteus","Pteropus_giganteus","Pteropus_giganteus","Pteropus_giganteus","Pteropus_giganteus"
"Pteropus_gilliardorum","Pteropus_gilliardorum","Pteropus_gilliardorum","Pteropus_gilliardorum","Pteropus_gilliardorum"
"Pteropus_griseus","Pteropus_griseus","Pteropus_griseus","Pteropus_griseus","Pteropus_griseus"
"Pteropus_howensis","Pteropus_howensis","Pteropus_howensis","Pteropus_howensis","Pteropus_howensis"
"Pteropus_hypomelanus","Pteropus_hypomelanus","Pteropus_hypomelanus","Pteropus_hypomelanus","Pteropus_hypomelanus"
"Pteropus_intermedius","Pteropus_intermedius","Pteropus_intermedius","Pteropus_intermedius","Pteropus_intermedius"
"Pteropus_keyensis","Pteropus_keyensis","Pteropus_keyensis","Pteropus_keyensis","Pteropus_keyensis"
"Pteropus_leucopterus","Pteropus_leucopterus","Pteropus_leucopterus","Pteropus_leucopterus","Pteropus_leucopterus"
"Pteropus_livingstonii","Pteropus_livingstonii","Pteropus_livingstonii","Pteropus_livingstonii","Pteropus_livingstonii"
"Pteropus_lombocensis","Pteropus_lombocensis","Pteropus_lombocensis","Pteropus_lombocensis","Pteropus_lombocensis"
"Pteropus_loochoensis","Pteropus_loochoensis","Pteropus_loochoensis","Pteropus_loochoensis","Pteropus_loochoensis"
"Pteropus_lylei","Pteropus_lylei","Pteropus_lylei","Pteropus_lylei","Pteropus_lylei"
"Pteropus_macrotis","Pteropus_macrotis","Pteropus_macrotis","Pteropus_macrotis","Pteropus_macrotis"
"Pteropus_mahaganus","Pteropus_mahaganus","Pteropus_mahaganus","Pteropus_mahaganus","Pteropus_mahaganus"
"Pteropus_mariannus","Pteropus_mariannus","Pteropus_mariannus","Pteropus_mariannus","Pteropus_mariannus"
"Pteropus_melanopogon","Pteropus_melanopogon","Pteropus_melanopogon","Pteropus_melanopogon","Pteropus_melanopogon"
"Pteropus_melanotus","Pteropus_melanotus","Pteropus_melanotus","Pteropus_melanotus","Pteropus_melanotus"
"Pteropus_molossinus","Pteropus_molossinus","Pteropus_molossinus","Pteropus_molossinus","Pteropus_molossinus"
"Pteropus_neohibernicus","Pteropus_neohibernicus","Pteropus_neohibernicus","Pteropus_neohibernicus","Pteropus_neohibernicus"
"Pteropus_niger","Pteropus_niger","Pteropus_niger","Pteropus_niger","Pteropus_niger"
"Pteropus_nitendiensis","Pteropus_nitendiensis","Pteropus_nitendiensis","Pteropus_nitendiensis","Pteropus_nitendiensis"
"Pteropus_ocularis","Pteropus_ocularis","Pteropus_ocularis","Pteropus_ocularis","Pteropus_ocularis"
"Pteropus_ornatus","Pteropus_ornatus","Pteropus_ornatus","Pteropus_ornatus","Pteropus_ornatus"
"Pteropus_pelewensis","000 Species not accepted_000 Species not accepted","Pteropus_yapensis","Pteropus_yapensis","Pteropus_pelewensis"
"Pteropus_pelewensis","Pteropus_pelewensis","Pteropus_pelewensis","Pteropus_pelewensis","Pteropus_pelewensis"
"Pteropus_personatus","Pteropus_personatus","Pteropus_personatus","Pteropus_personatus","Pteropus_personatus"
"Pteropus_pilosus","Pteropus_pilosus","Pteropus_pilosus","Pteropus_pilosus","Pteropus_pilosus"
"Pteropus_pohlei","Pteropus_pohlei","Pteropus_pohlei","Pteropus_pohlei","Pteropus_pohlei"
"Pteropus_poliocephalus","Pteropus_poliocephalus","Pteropus_poliocephalus","Pteropus_poliocephalus","Pteropus_poliocephalus"
"Pteropus_pselaphon","Pteropus_pselaphon","Pteropus_pselaphon","Pteropus_pselaphon","Pteropus_pselaphon"
"Pteropus_pumilus","Pteropus_pumilus","Pteropus_pumilus","Pteropus_pumilus","Pteropus_pumilus"
